Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,8,0,State - RAJASTHAN,Urban,12,385277,207029,178248,33950,15096,18854,351327,191933,159394,4979,2897,2082,69758,38220,31538,221606,121100,100506,54022,29145,24877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,571,391
C2308,8,0,State - RAJASTHAN,Urban,13,346493,181740,164753,27645,11440,16205,318848,170300,148548,4494,2614,1880,34211,17927,16284,165422,89147,76275,113860,60136,53724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,476,385
C2308,8,0,State - RAJASTHAN,Urban,14,355276,187642,167634,29394,12062,17332,325882,175580,150302,5084,2824,2260,21569,11111,10458,106614,57589,49025,191758,103582,88176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,474,383
C2308,8,0,State - RAJASTHAN,Urban,15,378389,203225,175164,36316,15465,20851,342073,187760,154313,6488,3647,2841,17687,9301,8386,76120,40766,35354,138779,77802,60977,102094,55730,46364,0,0,0,0,0,0,0,0,0,0,0,0,905,514,391
C2308,8,0,State - RAJASTHAN,Urban,16,365299,194995,170304,34268,14358,19910,331031,180637,150394,7230,3959,3271,14338,7258,7080,55753,28631,27122,92224,51723,40501,160583,88567,72016,0,0,0,0,0,0,0,0,0,0,0,0,903,499,404
C2308,8,0,State - RAJASTHAN,Urban,17,326204,175607,150597,28325,11642,16683,297879,163965,133914,7480,4180,3300,11008,5552,5456,41932,21578,20354,57741,32157,25584,178846,99996,78850,0,0,0,0,0,0,0,0,0,0,0,0,872,502,370
C2308,8,0,State - RAJASTHAN,Urban,18,430879,231053,199826,50297,19987,30310,380582,211066,169516,12020,6636,5384,16406,8488,7918,60163,31528,28635,67316,37502,29814,82926,48323,34603,136446,74960,61486,200,107,93,3900,2824,1076,0,0,0,1205,698,507
C2308,8,0,State - RAJASTHAN,Urban,19,316311,166911,149400,32003,11294,20709,284308,155617,128691,9356,5144,4212,10652,5310,5342,38982,19891,19091,44933,24311,20622,45724,26355,19369,129257,70942,58315,202,114,88,4291,3022,1269,0,0,0,911,528,383
C2308,8,0,State - RAJASTHAN,Urban,20-24,1743733,905809,837924,233899,75971,157928,1509834,829838,679996,66062,35620,30442,59580,29453,30127,234720,120618,114102,259921,145470,114451,204868,118195,86673,295323,172593,122730,1191,619,572,19251,14363,4888,363689,189977,173712,5229,2930,2299
C2308,8,0,State - RAJASTHAN,Urban,25-29,1515804,781206,734598,253997,73271,180726,1261807,707935,553872,71891,38956,32935,51418,23288,28130,198519,101167,97352,223645,129529,94116,188842,113261,75581,121636,76528,45108,664,369,295,9230,7354,1876,391644,215115,176529,4318,2368,1950
C2308,8,0,State - RAJASTHAN,Urban,30-34,1309866,668458,641408,272979,73317,199662,1036887,595141,441746,61071,32758,28313,48718,21452,27266,167718,84032,83686,187255,111199,76056,168073,104904,63169,105129,67543,37586,402,243,159,6222,4828,1394,288613,166193,122420,3686,1989,1697
C2308,8,0,State - RAJASTHAN,Urban,35-39,1204169,615956,588213,296410,80034,216376,907759,535922,371837,54758,29408,25350,46893,21514,25379,156056,79511,76545,168999,102504,66495,158295,100952,57343,90549,60636,29913,368,221,147,5606,4217,1389,222702,135089,87613,3533,1870,1663
C2308,8,0,State - RAJASTHAN,Urban,40-44,1030554,536322,494232,281304,80424,200880,749250,455898,293352,46400,25072,21328,41571,20089,21482,129941,66768,63173,134824,82016,52808,136808,89960,46848,68223,47230,20993,359,215,144,5525,4216,1309,182439,118602,63837,3160,1730,1430
C2308,8,0,State - RAJASTHAN,Urban,45-49,879733,458444,421289,255496,71594,183902,624237,386850,237387,39791,21675,18116,37624,18721,18903,113800,58582,55218,107735,64838,42897,112275,74940,37335,52406,37137,15269,312,218,94,5161,4002,1159,152414,105261,47153,2719,1476,1243
C2308,8,0,State - RAJASTHAN,Urban,50-54,699179,376913,322266,209134,63251,145883,490045,313662,176383,31695,17789,13906,31271,16210,15061,93466,49891,43575,81831,50041,31790,87797,60888,26909,37259,27271,9988,255,182,73,4572,3560,1012,119743,86652,33091,2156,1178,978
C2308,8,0,State - RAJASTHAN,Urban,55-59,513570,267197,246373,161486,41440,120046,352084,225757,126327,23267,12845,10422,24091,11639,12452,67780,34205,33575,55776,33387,22389,64974,46441,18533,27448,20995,6453,215,148,67,3840,2956,884,83095,62298,20797,1598,843,755
C2308,8,0,State - RAJASTHAN,Urban,60-64,426810,217752,209058,160602,45462,115140,266208,172290,93918,18673,10292,8381,22539,11268,11271,57340,29544,27796,40159,23594,16565,49221,36592,12629,19758,15813,3945,165,104,61,3076,2462,614,53747,41815,11932,1530,806,724
C2308,8,0,State - RAJASTHAN,Urban,65-69,289056,140595,148461,120003,31032,88971,169053,109563,59490,12777,6839,5938,17377,8513,8864,37690,19099,18591,23818,14037,9781,32017,24468,7549,11981,9771,2210,142,101,41,2265,1858,407,29894,24333,5561,1092,544,548
C2308,8,0,State - RAJASTHAN,Urban,70-74,221485,107555,113930,105957,30003,75954,115528,77552,37976,9671,5247,4424,14302,7638,6664,27370,15287,12083,14898,9261,5637,20522,16304,4218,6595,5498,1097,116,73,43,1329,1106,223,19774,16637,3137,951,501,450
C2308,8,0,State - RAJASTHAN,Urban,75-79,113013,54002,59011,52369,13336,39033,60644,40666,19978,5338,2822,2516,8510,4479,4031,14460,7912,6548,7520,4770,2750,10328,8501,1827,3059,2529,530,51,30,21,478,386,92,10378,8986,1392,522,251,271
C2308,8,0,State - RAJASTHAN,Urban,80+,137982,59691,78291,75935,19426,56509,62047,40265,21782,6428,3224,3204,9725,5480,4245,16277,9520,6757,8179,5434,2745,8978,7058,1920,2814,2117,697,84,52,32,326,243,83,8587,6820,1767,649,317,332
C2308,8,0,State - RAJASTHAN,Urban,Age not stated,55115,28859,26256,16387,6220,10167,38728,22639,16089,7026,4315,2711,4876,2587,2289,6426,3295,3131,5556,3221,2335,5061,3204,1857,3468,2177,1291,18,14,4,224,172,52,5749,3457,2292,324,197,127
C2308,9,0,State - UTTAR PRADESH,Total,All ages,199812341,104480510,95331831,85414786,36245546,49169240,114397555,68234964,46162591,5381466,3219206,2162260,21424480,11763367,9661113,27798792,15505178,12293614,23122728,14276668,8846060,15137315,9748121,5389194,10807005,6820583,3986422,135958,73327,62631,189869,167522,22347,9919838,6378138,3541700,480104,282854,197250
C2308,9,0,State - UTTAR PRADESH,Total,0-6,30791331,16185581,14605750,30791331,16185581,14605750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,9,0,State - UTTAR PRADESH,Total,7,4783808,2516369,2267439,1445315,725690,719625,3338493,1790679,1547814,102831,62624,40207,3207954,1712411,1495543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27708,15644,12064
C2308,9,0,State - UTTAR PRADESH,Total,8,5514540,2915118,2599422,1070126,527798,542328,4444414,2387320,2057094,88561,52797,35764,4332152,2321397,2010755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23701,13126,10575
C2308,9,0,State - UTTAR PRADESH,Total,9,4348706,2293737,2054969,649205,316578,332627,3699501,1977159,1722342,68341,40606,27735,3110016,1662183,1447833,504973,265408,239565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16171,8962,7209
C2308,9,0,State - UTTAR PRADESH,Total,10,6347278,3397755,2949523,952884,468574,484310,5394394,2929181,2465213,96497,58113,38384,3668611,2000350,1668261,1608592,859041,749551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20694,11677,9017
C2308,9,0,State - UTTAR PRADESH,Total,11,4559292,2425324,2133968,543506,260240,283266,4015786,2165084,1850702,69323,40954,28369,1708289,934369,773920,2224071,1181833,1042238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14103,7928,6175
C2308,9,0,State - UTTAR PRADESH,Total,12,5559995,2961012,2598983,634196,297942,336254,4925799,2663070,2262729,81004,47307,33697,1253637,692399,561238,2983546,1594969,1388577,592207,319792,272415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15405,8603,6802
C2308,9,0,State - UTTAR PRADESH,Total,13,4432612,2301450,2131162,474140,212818,261322,3958472,2088632,1869840,67010,38105,28905,561535,306329,255206,2218899,1160369,1058530,1099213,577387,521826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11815,6442,5373
C2308,9,0,State - UTTAR PRADESH,Total,14,4970704,2593613,2377091,581996,259613,322383,4388708,2334000,2054708,83405,46895,36510,362865,198746,164119,1771762,933156,838606,2158098,1148296,1009802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12578,6907,5671
C2308,9,0,State - UTTAR PRADESH,Total,15,5187609,2760508,2427101,700868,321769,379099,4486741,2438739,2048002,99757,57264,42493,251927,141362,110565,1287740,695352,592388,1800467,987391,813076,1033382,549826,483556,0,0,0,0,0,0,0,0,0,0,0,0,13468,7544,5924
C2308,9,0,State - UTTAR PRADESH,Total,16,4953132,2591691,2361441,687558,302979,384579,4265574,2288712,1976862,105316,59240,46076,183209,101261,81948,919357,485684,433673,1424931,783588,641343,1620297,852040,768257,0,0,0,0,0,0,0,0,0,0,0,0,12464,6899,5565
C2308,9,0,State - UTTAR PRADESH,Total,17,3885778,2058384,1827394,536536,230927,305609,3349242,1827457,1521785,91165,52053,39112,113430,63626,49804,569139,305726,263413,867810,493226,374584,1697578,907157,790421,0,0,0,0,0,0,0,0,0,0,0,0,10120,5669,4451
C2308,9,0,State - UTTAR PRADESH,Total,18,5594440,3063915,2530525,950233,407326,542907,4644207,2656589,1987618,148874,87079,61795,154409,90937,63472,811714,462187,349527,1112716,671985,440731,1064405,637362,427043,1317668,684591,633077,8328,4182,4146,11936,9962,1974,0,0,0,14157,8304,5853
C2308,9,0,State - UTTAR PRADESH,Total,19,3419421,1833075,1586346,593728,230475,363253,2825693,1602600,1223093,102840,59378,43462,88031,50897,37134,440947,245440,195507,595148,355764,239384,512310,311937,200373,1060542,561482,499060,5436,2937,2499,10961,9193,1768,0,0,0,9478,5572,3906
C2308,9,0,State - UTTAR PRADESH,Total,20-24,17578648,9405485,8173163,4015229,1409787,2605442,13563419,7995698,5567721,614152,355437,258715,417792,244205,173587,2309912,1299258,1010654,2917943,1798258,1119685,1948158,1234061,714097,2997263,1743150,1254113,26162,13944,12218,50651,43159,7492,2234578,1236619,997959,46808,27607,19201
C2308,9,0,State - UTTAR PRADESH,Total,25-29,14579829,7466367,7113462,4606563,1451516,3155047,9973266,6014851,3958415,629887,365179,264708,303002,170627,132375,1830253,1006494,823759,2393398,1515683,877715,1513742,995494,518248,1150416,696799,453617,17836,8335,9501,21771,18550,3221,2074716,1215292,859424,38245,22398,15847
C2308,9,0,State - UTTAR PRADESH,Total,30-34,12954682,6431401,6523281,4992341,1524785,3467556,7962341,4906616,3055725,531140,306453,224687,274153,152495,121658,1582012,861703,720309,1942199,1242240,699959,1249114,845147,403967,891325,566369,324956,14419,6456,7963,13670,11826,1844,1432191,894926,537265,32118,19001,13117
C2308,9,0,State - UTTAR PRADESH,Total,35-39,12556222,6401231,6154991,5405391,1741651,3663740,7150831,4659580,2491251,498258,297928,200330,255602,150056,105546,1477455,842357,635098,1714085,1148303,565782,1178935,841181,337754,887392,620372,267020,13525,6595,6930,13712,12285,1427,1080682,721489,359193,31185,19014,12171
C2308,9,0,State - UTTAR PRADESH,Total,40-44,10231402,5395162,4836240,4731361,1657418,3073943,5500041,3737744,1762297,397266,245018,152248,202831,125349,77482,1178333,699129,479204,1254382,867832,386550,901338,672917,228421,709679,526924,182755,11199,6091,5108,14312,13279,1033,805191,565086,240105,25510,16119,9391
C2308,9,0,State - UTTAR PRADESH,Total,45-49,8449777,4382148,4067629,4133452,1394811,2738641,4316325,2987337,1328988,320920,197214,123706,164644,103179,61465,960102,574129,385973,930978,655766,275212,682735,519599,163136,546431,418409,128022,9348,5496,3852,13351,12434,917,666946,488244,178702,20870,12867,8003
C2308,9,0,State - UTTAR PRADESH,Total,50-54,6587023,3571917,3015106,3334928,1244378,2090550,3252095,2327539,924556,247659,158015,89644,131003,86393,44610,750736,466731,284005,663325,480879,182446,493112,387194,105918,398313,317627,80686,7392,4679,2713,11291,10649,642,532511,404492,128019,16753,10880,5873
C2308,9,0,State - UTTAR PRADESH,Total,55-59,5464146,2626201,2837945,3052149,919781,2132368,2411997,1706420,705577,193422,115804,77618,106894,66756,40138,580587,345239,235348,473187,340722,132465,361035,286092,74943,275711,224184,51527,5998,3734,2264,9227,8633,594,392394,307116,85278,13542,8140,5402
C2308,9,0,State - UTTAR PRADESH,Total,60-64,5705191,2968771,2736420,3520257,1338395,2181862,2184934,1630376,554558,195226,124508,70718,135288,94304,40984,622397,418875,203522,424389,327773,96616,310710,257823,52887,206052,174501,31551,5776,3842,1934,7093,6681,412,263821,212939,50882,14182,9130,5052
C2308,9,0,State - UTTAR PRADESH,Total,65-69,3839969,1958472,1881497,2464236,925447,1538789,1375733,1033025,342708,128658,81551,47107,94756,68283,26473,401808,279289,122519,256337,196585,59752,202412,166047,36365,127685,107234,20451,3717,2537,1180,4922,4638,284,145725,120731,24994,9713,6130,3583
C2308,9,0,State - UTTAR PRADESH,Total,70-74,2832368,1535092,1297276,1905528,812415,1093113,926840,722677,204163,94923,62064,32859,76949,58469,18480,286861,211663,75198,162570,131212,31358,127950,109911,18039,76226,65879,10347,2486,1798,688,2869,2693,176,88609,74125,14484,7397,4863,2534
C2308,9,0,State - UTTAR PRADESH,Total,75-79,1249892,638877,611015,834470,324568,509902,415422,314309,101113,43676,27229,16447,37727,28497,9230,123206,87770,35436,72169,56145,16024,58889,48651,10238,33484,28269,5215,1138,803,335,1053,972,81,40543,33844,6699,3537,2129,1408
C2308,9,0,State - UTTAR PRADESH,Total,80+,1812484,935921,876563,1170668,484323,686345,641816,451598,190218,70177,43361,26816,64174,48246,15928,183213,127104,56109,120166,86582,33584,79350,59209,20141,50400,35889,14511,1650,1087,563,1141,1008,133,65762,45520,20242,5783,3592,2191
C2308,9,0,State - UTTAR PRADESH,Total,Age not stated,1622062,865933,756129,636591,267961,368630,985471,597972,387499,211178,137030,74148,163600,90241,73359,171177,96272,74905,147010,91259,55751,101863,66473,35390,78418,48904,29514,1548,811,737,1909,1560,349,96169,57715,38454,12599,7707,4892
C2308,9,0,State - UTTAR PRADESH,Rural,All ages,155317278,80992995,74324283,70032598,29199307,40833291,85284680,51793688,33490992,3845233,2347662,1497571,17578607,9646918,7931689,22391245,12594860,9796385,18300002,11539043,6760959,10759925,7193250,3566675,7242155,4800640,2441515,83863,40781,43082,90859,83600,7259,4654942,3344339,1310603,337849,202595,135254
C2308,9,0,State - UTTAR PRADESH,Rural,0-6,25040583,13135595,11904988,25040583,13135595,11904988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,9,0,State - UTTAR PRADESH,Rural,7,3860414,2027496,1832918,1151707,575936,575771,2708707,1451560,1257147,79169,48203,30966,2607542,1390966,1216576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21996,12391,9605
C2308,9,0,State - UTTAR PRADESH,Rural,8,4513772,2380288,2133484,836501,409046,427455,3677271,1971242,1706029,68910,40705,28205,3589410,1920052,1669358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18951,10485,8466
C2308,9,0,State - UTTAR PRADESH,Rural,9,3503910,1841587,1662323,489613,235152,254461,3014297,1606435,1407862,51573,30439,21134,2568495,1368484,1200011,381656,200560,181096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12573,6952,5621
C2308,9,0,State - UTTAR PRADESH,Rural,10,5169860,2759258,2410602,725220,351273,373947,4444640,2407985,2036655,74180,44383,29797,3085388,1676714,1408674,1268804,677739,591065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16268,9149,7119
C2308,9,0,State - UTTAR PRADESH,Rural,11,3641991,1931080,1710911,398195,185758,212437,3243796,1745322,1498474,51936,30460,21476,1414933,770535,644398,1766193,938327,827866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10734,6000,4734
C2308,9,0,State - UTTAR PRADESH,Rural,12,4490182,2386413,2103769,465319,210627,254692,4024863,2175786,1849077,61751,35692,26059,1044731,575188,469543,2473415,1320582,1152833,433085,237703,195382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11881,6621,5260
C2308,9,0,State - UTTAR PRADESH,Rural,13,3531480,1831197,1700283,342531,146840,195691,3188949,1684357,1504592,50684,28456,22228,460100,250099,210001,1849766,965071,884695,819675,435969,383706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724,4762,3962
C2308,9,0,State - UTTAR PRADESH,Rural,14,3940427,2054374,1886053,420689,179261,241428,3519738,1875113,1644625,63352,35210,28142,293340,159629,133711,1487703,780885,706818,1665985,894240,771745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9358,5149,4209
C2308,9,0,State - UTTAR PRADESH,Rural,15,4118163,2194591,1923572,523597,231767,291830,3594566,1962824,1631742,76967,43682,33285,203343,113340,90003,1085401,584934,500467,1474688,810998,663690,744080,404177,339903,0,0,0,0,0,0,0,0,0,0,0,0,10087,5693,4394
C2308,9,0,State - UTTAR PRADESH,Rural,16,3878443,2029596,1848847,505400,211659,293741,3373043,1817937,1555106,80675,44881,35794,144696,79033,65663,764617,401120,363497,1181786,650310,531476,1192201,637530,554671,0,0,0,0,0,0,0,0,0,0,0,0,9068,5063,4005
C2308,9,0,State - UTTAR PRADESH,Rural,17,2950680,1562188,1388492,389843,156469,233374,2560837,1405719,1155118,67909,38501,29408,86795,47951,38844,461266,244950,216316,711345,404660,306685,1226499,665685,560814,0,0,0,0,0,0,0,0,0,0,0,0,7023,3972,3051
C2308,9,0,State - UTTAR PRADESH,Rural,18,4309295,2360208,1949087,717710,286564,431146,3591585,2073644,1517941,113182,65881,47301,119577,69458,50119,664039,374297,289742,923135,558900,364235,828456,502074,326382,919688,487586,432102,5599,2513,3086,7984,7076,908,0,0,0,9925,5859,4066
C2308,9,0,State - UTTAR PRADESH,Rural,19,2522503,1346835,1175668,444331,156081,288250,2078172,1190754,887418,74717,42652,32065,66265,37515,28750,350086,191852,158234,479282,286662,192620,385151,237447,147704,705982,382954,323028,3379,1640,1739,7001,6298,703,0,0,0,6309,3734,2575
C2308,9,0,State - UTTAR PRADESH,Rural,20-24,12989044,6927701,6061343,3166603,1011779,2154824,9822441,5915922,3906519,442097,257434,184663,319895,184574,135321,1846500,1026626,819874,2344972,1452243,892729,1438117,930681,507436,2097777,1256442,841335,16628,7959,8669,31117,28373,2744,1254871,753222,501649,30467,18368,12099
C2308,9,0,State - UTTAR PRADESH,Rural,25-29,10860729,5531452,5329277,3796624,1121161,2675463,7064105,4410291,2653814,439763,260094,179669,236495,133147,103348,1474289,812010,662279,1927088,1239148,687940,1077803,733962,343841,797856,504294,293562,11926,5116,6810,10875,9874,1001,1062828,697405,365423,25182,15241,9941
C2308,9,0,State - UTTAR PRADESH,Rural,30-34,9810399,4825061,4985338,4196523,1225505,2971018,5613876,3599556,2014320,373176,220720,152456,217129,122160,94969,1276551,703327,573224,1562210,1022305,539905,876935,621611,255324,595796,403616,192180,9696,3934,5762,5876,5350,526,674853,483400,191453,21654,13133,8521
C2308,9,0,State - UTTAR PRADESH,Rural,35-39,9523701,4848208,4675493,4530690,1418928,3111762,4993011,3429280,1563731,348356,215858,132498,200478,120589,79889,1172613,685022,487591,1361555,946001,415554,820513,625696,194817,583154,444914,138240,8707,3834,4873,5653,5300,353,471100,368792,102308,20882,13274,7608
C2308,9,0,State - UTTAR PRADESH,Rural,40-44,7685262,4053994,3631268,3940298,1353672,2586626,3744964,2700322,1044642,273001,175528,97473,156632,100019,56613,918784,562154,356630,974137,705212,268925,612042,494077,117965,456941,373646,83295,6775,3313,3462,5795,5550,245,324097,269764,54333,16760,11059,5701
C2308,9,0,State - UTTAR PRADESH,Rural,45-49,6278251,3240893,3037358,3440520,1141908,2298612,2837731,2098985,738746,215709,138917,76792,125454,81826,43628,733402,456925,276477,702776,523601,179175,444430,370532,73898,336840,287590,49250,5264,2794,2470,4710,4526,184,255819,223657,32162,13327,8617,4710
C2308,9,0,State - UTTAR PRADESH,Rural,50-54,4912691,2662431,2250260,2792314,1038698,1753616,2120377,1623733,496644,166463,111439,55024,100752,69517,31235,575860,375261,200599,497466,383062,114404,316819,273490,43329,242341,215182,27159,3855,2212,1643,3431,3280,151,202654,182977,19677,10736,7313,3423
C2308,9,0,State - UTTAR PRADESH,Rural,55-59,4166600,1960534,2206066,2600984,778009,1822975,1565616,1182525,383091,131987,81982,50005,82856,54463,28393,443559,278570,164989,351094,271455,79639,227827,199788,28039,164676,148827,15849,3046,1678,1368,2593,2478,115,149274,137856,11418,8704,5428,3276
C2308,9,0,State - UTTAR PRADESH,Rural,60-64,4555476,2363521,2191955,3049995,1167531,1882464,1505481,1195990,309491,141434,93944,47490,108566,79327,29239,490956,350028,140928,323740,268560,55180,203831,186187,17644,123755,115313,8442,3096,1961,1135,1959,1879,80,98318,92231,6087,9826,6560,3266
C2308,9,0,State - UTTAR PRADESH,Rural,65-69,3116965,1583084,1533881,2163306,822866,1340440,953659,760218,193441,94766,62350,32416,76550,58310,18240,316610,235481,81129,193948,160260,33688,132170,117965,14205,75985,68793,7192,1969,1303,666,1431,1373,58,53457,49981,3476,6773,4402,2371
C2308,9,0,State - UTTAR PRADESH,Rural,70-74,2317686,1262445,1055241,1671894,727785,944109,645792,534660,111132,70438,48097,22341,62399,50056,12343,225956,178719,47237,122290,106491,15799,82148,76593,5555,44126,40758,3368,1337,964,373,887,851,36,30847,28470,2377,5364,3661,1703
C2308,9,0,State - UTTAR PRADESH,Rural,75-79,1008251,514186,494065,730781,290032,440749,277470,224154,53316,31554,20581,10973,29898,24116,5782,93550,72841,20709,52385,44465,7920,35915,32238,3677,18372,16421,1951,640,444,196,336,314,22,12391,11214,1177,2429,1520,909
C2308,9,0,State - UTTAR PRADESH,Rural,80+,1448090,754399,693691,1009051,427162,581889,439039,327237,111802,50461,32595,17866,51145,40494,10651,140125,103955,36170,88071,67112,20959,48654,38365,10289,29998,22226,7772,1031,697,334,447,408,39,25076,18747,6329,4031,2638,1393
